cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
2ax1e7zw,2ebf1526911eca26db1a7933e592260302caa3b7,PMC,A Novel Universal Neutralizing Monoclonal Antibody against Enterovirus 71 That Targets the Highly Conserved “Knob” Region of VP3 Protein,10.1371/journal.pntd.0002895,PMC4038473,24875055,cc-by,"Hand, foot and mouth disease caused by enterovirus 71(EV71) leads to the majority of neurological complications and death in young children. While putative inactivated vaccines are only now undergoing clinical trials, no specific treatment options exist yet. Ideally, EV71 specific intravenous immunoglobulins could be developed for targeted treatment of severe cases. To date, only a single universally neutralizing monoclonal antibody against a conserved linear epitope of VP1 has been identified. Other enteroviruses have been shown to possess major conformational neutralizing epitopes on both the VP2 and VP3 capsid proteins. Hence, we attempted to isolate such neutralizing antibodies against conformational epitopes for their potential in the treatment of infection as well as differential diagnosis and vaccine optimization. Here we describe a universal neutralizing monoclonal antibody that recognizes a conserved conformational epitope of EV71 which was mapped using escape mutants. Eight escape mutants from different subgenogroups (A, B2, B4, C2, C4) were rescued; they harbored three essential mutations either at amino acid positions 59, 62 or 67 of the VP3 protein which are all situated in the “knob” region. The escape mutant phenotype could be mimicked by incorporating these mutations into reverse genetically engineered viruses showing that P59L, A62D, A62P and E67D abolish both monoclonal antibody binding and neutralization activity. This is the first conformational neutralization epitope mapped on VP3 for EV71.",2014-05-29,"Kiener, Tanja K.; Jia, Qiang; Meng, Tao; Chow, Vincent Tak Kwong; Kwang, Jimmy",PLoS Negl Trop Dis,,,,document_parses/pdf_json/2ebf1526911eca26db1a7933e592260302caa3b7.json,document_parses/pmc_json/PMC4038473.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4038473/,
ahuzdwtk,59d6529a7cd680c358b3caf56b8517ad61b82aca,PMC,"Complete Genome Sequence of K14JB01, a Novel Variant Strain of Porcine Epidemic Diarrhea Virus in South Korea",10.1128/genomea.00505-14,PMC4038887,24874682,cc-by,A novel variant strain of porcine epidemic diarrhea virus (PEDV) emerged on pig farms in South Korea during late 2013. Genomic DNA isolated from a K14JB01 strain identified in a diarrheal pig showed high sequence similarity to PEDV strains prevailing in the United States in 2013. This is the first study to identify the complete genome sequence of a novel variant PEDV in South Korea.,2014-05-29,"Cho, Yoon-Young; Lim, Seong-In; Kim, Yong Kwan; Song, Jae-Young; Lee, Joong-Bok; An, Dong-Jun",Genome Announc,,,,document_parses/pdf_json/59d6529a7cd680c358b3caf56b8517ad61b82aca.json,document_parses/pmc_json/PMC4038887.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4038887/,
6r25jl11,6bba4b00882498efa69f66a1a92b1c240acfd2a9,PMC,Actinobacillus pleuropneumoniae Possesses an Antiviral Activity against Porcine Reproductive and Respiratory Syndrome Virus,10.1371/journal.pone.0098434,PMC4039538,24878741,cc-by,"Pigs are often colonized by more than one bacterial and/or viral species during respiratory tract infections. This phenomenon is known as the porcine respiratory disease complex (PRDC). Actinobacillus pleuropneumoniae (App) and porcine reproductive and respiratory syndrome virus (PRRSV) are pathogens that are frequently involved in PRDC. The main objective of this project was to study the in vitro interactions between these two pathogens and the host cells in the context of mixed infections. To fulfill this objective, PRRSV permissive cell lines such as MARC-145, SJPL, and porcine alveolar macrophages (PAM) were used. A pre-infection with PRRSV was performed at 0.5 multiplicity of infection (MOI) followed by an infection with App at 10 MOI. Bacterial adherence and cell death were compared. Results showed that PRRSV pre-infection did not affect bacterial adherence to the cells. PRRSV and App co-infection produced an additive cytotoxicity effect. Interestingly, a pre-infection of SJPL and PAM cells with App blocked completely PRRSV infection. Incubation of SJPL and PAM cells with an App cell-free culture supernatant is also sufficient to significantly block PRRSV infection. This antiviral activity is not due to LPS but rather by small molecular weight, heat-resistant App metabolites (<1 kDa). The antiviral activity was also observed in SJPL cells infected with swine influenza virus but to a much lower extent compared to PRRSV. More importantly, the PRRSV antiviral activity of App was also seen with PAM, the cells targeted by the virus in vivo during infection in pigs. The antiviral activity might be due, at least in part, to the production of interferon γ. The use of in vitro experimental models to study viral and bacterial co-infections will lead to a better understanding of the interactions between pathogens and their host cells, and could allow the development of novel prophylactic and therapeutic tools.",2014-05-30,"Lévesque, Cynthia; Provost, Chantale; Labrie, Josée; Hernandez Reyes, Yenney; Burciaga Nava, Jorge A.; Gagnon, Carl A.; Jacques, Mario",PLoS One,,,,document_parses/pdf_json/6bba4b00882498efa69f66a1a92b1c240acfd2a9.json,document_parses/pmc_json/PMC4039538.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4039538/,
n6c6ktqr,3d2fae37d61a2e45cf0dff9bc0abee361bbf9a8d,PMC,Polypeptide N-acetylgalactosaminyltransferase 2 regulates cellular metastasis-associated behavior in gastric cancer,10.3892/ijmm.2012.1130,PMC4042861,22992780,cc-by,"Aberrant glycosylation of cell surface glycoprotein due to specific alterations of glycosyltransferase activity is usually associated with invasion and metastasis of cancer, particularly of gastric carcinomas. Polypeptide N-acetylgalactosaminyltransferase 2 (ppGalNAc-T2), which catalyzes initiation of mucin-type O-glycosylation, is also involved in tumor migration and invasion. However, a comprehensive understanding of how ppGalNAc-T2 correlates with the metastasic potential of human gastric cancer is not currently available. In the present study, ppGalNAc-T2 was detected in a variety of human poorly differentiated tumor cells, and expression appeared to be higher in SGC7901 gastric cancer cells. In addition, we investigated the potential effects of ppGalNAc-T2 on growth and metastasis-associated behavior in SGC7901 cells after stable transfection with ppGalNAc-T2 sense and antisense vectors. We found that cell proliferation, adhesion and invasion were decreased in ppGalNAc-T2 overexpressed cells but increased in ppGalNAc-T2 downregulated cells. Therefore, we attempted to clarify the mechanisms underlying the anti-metastatic activities of ppGalNAc-T2. Further investigation indicated that overexpression of ppGalNAc-T2 is involved in the inhibition of matrix metalloproteinase (MMP)-2 expression at both the protein and mRNA levels, which may be associated with ppGalNAc-T2 suppressing the expression of transforming growth factor (TGF)-β1. However, it did not exhibit any apparent correlation with MMP-14 expression levels. Our data show the effect of ppGalNAc-T2 on proliferation, adhesion or invasion of SGC7901 gastric cancer cells, suggesting that ppGalNAc-T2 may exert anti-proliferative and anti-metastatic activity through the decrease of MMP-2 and TGF-β1. These results indicate that ppGalNAc-T2 may be used as a novel therapeutic target for human gastric cancer treatment.",2012-09-18,"HUA, DONG; SHEN, LI; XU, LAN; JIANG, ZHI; ZHOU, YINGHUI; YUE, AIHUAN; ZOU, SHITAO; CHENG, ZHIHONG; WU, SHILIANG",Int J Mol Med,,,,document_parses/pdf_json/3d2fae37d61a2e45cf0dff9bc0abee361bbf9a8d.json,document_parses/pmc_json/PMC4042861.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042861/,
dbmfydyu,5eb1e53fb44c8a997713bd4fc55d65b904df3ce8,PMC,Silver Sucrose Octasulfate (IASOS™) as a Valid Active Ingredient into a Novel Vaginal Gel against Human Vaginal Pathogens: In Vitro Antimicrobial Activity Assessment,10.1371/journal.pone.0097791,PMC4045761,24897299,cc-by,"This in vitro study assessed the antimicrobial properties of a novel octasilver salt of Sucrose Octasulfate (IASOS) as well as of an innovative vaginal gel containing IASOS (SilSOS Femme), against bacterial and yeast pathogens isolated from human clinical cases of symptomatic vaginal infections. In BHI and LAPT culture media, different ionic silver concentrations and different pHs were tested. IASOS exerted a strong antimicrobial activity towards all the pathogens tested in both culture media. The results demonstrated that salts and organic compounds present in the culture media influenced IASOS efficacy only to a moderate extent. Whereas comparable MBCs (Minimal Bactericidal Concentrations) were observed for G. vaginalis (10 mg/L Ag(+)), E. coli and E. aerogenes (25 mg/L Ag(+)) in both media, higher MBCs were found for S. aureus and S. agalactiae in LAPT cultures (50 mg/L Ag(+) versus 25 mg/L Ag(+)). No minimal concentration totally inhibiting the growth of C. albicans was found. Nevertheless, in both media at the highest ionic silver concentrations (50–200 mg/L Ag(+)), a significant 34–52% drop in Candida growth was observed. pH differently affected the antimicrobial properties of IASOS against bacteria or yeasts; however, a stronger antimicrobial activity at pH higher than the physiological pH was generally observed. It can be therefore concluded that IASOS exerts a bactericidal action against all the tested bacteria and a clear fungistatic action against C. albicans. The antimicrobial activity of the whole vaginal gel SilSOS Femme further confirmed the antimicrobial activity of IASOS. Overall, our findings support IASOS as a valid active ingredient into a vaginal gel.",2014-06-04,"Marianelli, Cinzia; Petrucci, Paola; Comelli, Maria Cristina; Calderini, Gabriella",PLoS One,,,,document_parses/pdf_json/5eb1e53fb44c8a997713bd4fc55d65b904df3ce8.json,document_parses/pmc_json/PMC4045761.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4045761/,
u86icqcc,8f3ecbea5d5ab1bf3ba3244ecdfbcc4cf1c59215,PMC,Uncomplicated Plasmodium vivax malaria in pregnancy associated with mortality from acute respiratory distress syndrome,10.1186/1475-2875-13-191,PMC4046059,24886559,cc-by,"The association between severe malaria and Plasmodium vivax species is contentious. On the Thai-Myanmar border, all pregnant women are followed systematically with active weekly malaria screening. Over a 27-year period of providing antenatal care, 48,983 have been prospectively followed until pregnancy outcome (miscarriage or delivery) and 4,298 women have had P. vivax detected at least once. Reported here is the first known P. vivax-associated death amongst these women. The initial patient presentation was of uncomplicated P. vivax (0.5% parasitaemia) in a term, multigravida woman who responded rapidly to oral artesunate and mefloquine treatment, clearing her blood stage parasites within 48 hours. The patient appeared well, was ambulatory and due to be discharged but became unwell with acute respiratory distress syndrome (ARDS) requiring ventilation three days (67 hours) into treatment. Despite induction and delivery of a stillborn foetus, ventilatory requirements increased and the patient died on day 7. The patient had a low body mass index. Sensitive detection with nested PCR confirmed only the presence of P. vivax species and concomitant infections such as tuberculosis and human immunodeficiency virus (HIV) were also ruled out. The contemporaneous treatment of acute uncomplicated P. vivax and the onset of ARDS on day 3 in this patient implies a possible but unconfirmed association with death in this patient. Assuming this death was caused by P. vivax, the risk of ARDS-related maternal mortality in this setting did not differ significantly between Plasmodium falciparum and P. vivax (0.24 per 1,000 (1/4,158) versus 0.23 per 1,000 (1/4,298), contrary to the increased risk of maternal mortality from P. falciparum compared to P. vivax, 2.89 per 1,000 (12/4,158) versus 0.23 per 1,000 (1/4,298), P = 0.003.",2014-05-27,"McGready, Rose; Wongsaen, Klanarong; Chu, Cindy S; Tun, Nay Win; Chotivanich, Kesinee; White, Nicholas J; Nosten, François",Malar J,,,,document_parses/pdf_json/8f3ecbea5d5ab1bf3ba3244ecdfbcc4cf1c59215.json,document_parses/pmc_json/PMC4046059.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4046059/,
yxne28f0,10dd2aeb61d54b45337a96f3c6243b72d6764732,PMC,Using HIV Networks to Inform Real Time Prevention Interventions,10.1371/journal.pone.0098443,PMC4047027,24901437,cc0,"OBJECTIVE: To reconstruct the local HIV-1 transmission network from 1996 to 2011 and use network data to evaluate and guide efforts to interrupt transmission. DESIGN: HIV-1 pol sequence data were analyzed to infer the local transmission network. METHODS: We analyzed HIV-1 pol sequence data to infer a partial local transmission network among 478 recently HIV-1 infected persons and 170 of their sexual and social contacts in San Diego, California. A transmission network score (TNS) was developed to estimate the risk of HIV transmission from a newly diagnosed individual to a new partner and target prevention interventions. RESULTS: HIV-1 pol sequences from 339 individuals (52.3%) were highly similar to sequences from at least one other participant (i.e., clustered). A high TNS (top 25%) was significantly correlated with baseline risk behaviors (number of unique sexual partners and insertive unprotected anal intercourse (p = 0.014 and p = 0.0455, respectively) and predicted risk of transmission (p<0.0001). Retrospective analysis of antiretroviral therapy (ART) use, and simulations of ART targeted to individuals with the highest TNS, showed significantly reduced network level HIV transmission (p<0.05). CONCLUSIONS: Sequence data from an HIV-1 screening program focused on recently infected persons and their social and sexual contacts enabled the characterization of a highly connected transmission network. The network-based risk score (TNS) was highly correlated with transmission risk behaviors and outcomes, and can be used identify and target effective prevention interventions, like ART, to those at a greater risk for HIV-1 transmission.",2014-06-05,"Little, Susan J.; Kosakovsky Pond, Sergei L.; Anderson, Christy M.; Young, Jason A.; Wertheim, Joel O.; Mehta, Sanjay R.; May, Susanne; Smith, Davey M.",PLoS One,,,,document_parses/pdf_json/10dd2aeb61d54b45337a96f3c6243b72d6764732.json,document_parses/pmc_json/PMC4047027.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4047027/,
ivz4r389,a4995af42a012dd1b7f8da3936d79d78d0e24405,PMC,Interactome Profile of the Host Cellular Proteins and the Nonstructural Protein 2 of Porcine Reproductive and Respiratory Syndrome Virus,10.1371/journal.pone.0099176,PMC4047090,24901321,cc-by,"The nonstructural protein 2 (NSP2) is considered to be one of crucial viral proteins in the replication and pathogenesis of porcine reproductive and respiratory syndrome virus (PRRSV). In the present study, the host cellular proteins that interact with the NSP2 of PRRSV were immunoprecipitated with anti-Myc antibody from the MARC-145 cells infected by a recombinant PRRSV with 3xMyc tag insertion in its NSP2-coding region, and then 285 cellular proteins interacting with NSP2 were identified by LC-MS/MS. The Gene Ontology and enriched KEGG Pathway bioinformatics analyses indicated that the identified proteins could be assigned to different subcellular locations and functional classes. Functional analysis of the interactome profile highlighted cellular pathways associated with infectious disease, translation, immune system, nervous system and signal transduction. Two interested cellular proteins–BCL2-associated athanogene 6 (BAG6) and apoptosis-inducing factor 1 (AIF1) which may involve in transporting of NSP2 to Endoplasmic reticulum (ER) or PRRSV-driven apoptosis were validated by Western blot. The interactome data between PRRSV NSP2 and cellular proteins contribute to the understanding of the roles of NSP2 in the replication and pathogenesis of PRRSV, and also provide novel cellular target proteins for elucidating the associated molecular mechanisms of the interaction of host cellular proteins with viral proteins in regulating the viral replication.",2014-06-05,"Wang, Li; Zhou, Lei; Zhang, Han; Li, Yan; Ge, Xinna; Guo, Xin; Yu, Kangzhen; Yang, Hanchun",PLoS One,,,,document_parses/pdf_json/a4995af42a012dd1b7f8da3936d79d78d0e24405.json,document_parses/pmc_json/PMC4047090.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4047090/,
tihc3ldd,943576d41ee9cd2a8be3379fa2ff1bc8963a3202,PMC,A comparative study of experimental mouse models of central nervous system demyelination,10.1038/gt.2014.33,PMC4047154,24718267,no-cc,"Several mouse models of multiple sclerosis (MS) are now available. We have established a mouse model, in which ocular infection with a recombinant HSV-1 that expresses murine IL-2 constitutively (HSV-IL-2) causes CNS demyelination in different strains of mice. This model differs from most other models in that it represents a mixture of viral and immune triggers. In the present study, we directly compared MOG(35–55), MBP(35–47), and PLP(190–209) models of EAE with our HSV-IL-2-induced MS model. Mice with HSV-IL-2-induced and MOG-induced demyelinating diseases demonstrated a similar pattern and distribution of demyelination in their brain, spinal cord, and optic nerves. In contrast, no demyelination was detected in the optic nerves of MBP- and PLP-injected mice. IFN-β injections significantly reduced demyelination in brains of all groups, in the spinal cords of the MOG and MBP groups, and completely blocked it in the spinal cords of the PLP and HSV-IL-2 groups as well as in optic nerves of MOG and HSV-IL-2 groups. In contrast to IFN-β treatment, IL-12p70 protected the HSV-IL-2 group from demyelination, while IL-4 was not effective at all in preventing demyelination. MOG-injected mice showed clinical signs of paralysis and disease-related mortality whereas mice in the other treatment groups did not. Collectively, the results indicate that the HSV-IL-2 model and the MOG model complement each other and, together, provide unique insights into the heterogeneity of human MS.",2014-04-10,"Dumitrascu, Oana M.; Mott, Kevin R.; Ghiasi, Homayon",Gene Ther,,,,document_parses/pdf_json/943576d41ee9cd2a8be3379fa2ff1bc8963a3202.json,document_parses/pmc_json/PMC4047154.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4047154/,
gdc2e40t,1eb35b941f7e07060926dbac6e49c295e1fbfa88,PMC,"Retrospective diagnosis of a famous historical figure: ontological, epistemic, and ethical considerations",10.1186/1747-5341-9-10,PMC4049481,24884777,cc-by,"The aim of this essay is to elaborate philosophical and ethical underpinnings of posthumous diagnosis of famous historical figures based on literary and artistic products, or commonly called retrospective diagnosis. It discusses ontological and epistemic challenges raised in the humanities and social sciences, and attempts to systematically reply to their criticisms from the viewpoint of clinical medicine, philosophy of medicine, particularly the ontology of disease and the epistemology of diagnosis, and medical ethics. The ontological challenge focuses on the doubt about the persistence of a disease over historical time, whereas the epistemic challenge disputes the inaccessibility of scientific verification of a diagnosis in the past. I argue that the critics are in error in conflating the taxonomy of disease (nosology) and the act of diagnosing a patient. Medical diagnosis is fundamentally a hypothesis-construction and an explanatory device that can be generated under various degrees of uncertainty and limited amount of information. It is not an apodictic judgment (true or false) as the critics presuppose, but a probabilistic (Bayesian) judgment with varying degrees of plausibility under uncertainty. In order to avoid this confusion, I propose that retrospective diagnosis of a historical figure be syndromic without identifying underlying disease, unless there is justifiable reason for such specification. Moreover it should be evaluated not only from the viewpoint of medical science but also in a larger context of the scholarship of the humanities and social sciences by its overall plausibility and consistency. On the other hand, I will endorse their concerns regarding the ethics and professionalism of retrospective diagnosis, and call for the need for situating such a diagnosis in an interdisciplinary scope and the context of the scholarship of the historical figure. I will then enumerate several important caveats for interdisciplinary retrospective diagnosis using an example of the retrospective diagnosis of Socrates for his life-long intermittent neurologic symptoms. Finally, I will situate the present argument in a larger context of the major debate among the historians of medicine and paleopathologists, and discuss the similarities and differences.",2014-05-28,"Muramoto, Osamu",Philos Ethics Humanit Med,,,,document_parses/pdf_json/1eb35b941f7e07060926dbac6e49c295e1fbfa88.json,document_parses/pmc_json/PMC4049481.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049481/,
3i0ymq7o,bab3e74b5db5b2e04b521d1172b9df7726871aaa,PMC,Core Self-Evaluations Mediate the Associations of Dispositional Optimism and Life Satisfaction,10.1371/journal.pone.0097752,PMC4049581,24911367,cc-by,"BACKGROUND: Positive traits, such as life satisfaction, optimism, and core self-evaluation (CSE), have garnered increasing attention from researchers and professionals. However, the trilateral relationship among them remains unclear. OBJECTIVE: This study examines the effect of dispositional optimism on life satisfaction and primarily verified the mediator role of CSEs. METHODS: Six hundred thirty college students from two general universities completed a questionnaire packet containing life orientation test–revised (LOT–R), core self-evaluations, and satisfaction with life scale. Confirmatory factor analysis (CFA) was conducted to assess the dimension of LOT–R. Bootstrap was used in structural equation modeling to analyze mediation effect. RESULTS: Results revealed that dispositional optimism and core self-evaluations were significantly correlated with life satisfaction. CFA identified the bidimensional structure of dispositional optimism. SEM indicated that core self-evaluations partially mediated the effect of dispositional optimism on life satisfaction. The final model also revealed significant paths from optimism and pessimism to life satisfaction through core-self evaluations. CONCLUSION: The findings extended prior studies and shed light on how dispositional optimism influences life satisfaction. This study provides valuable evidence on how to promote the life satisfaction of human beings in positive psychology. A further study can fully explore the relationship among them in multi-cultural follow-up studies.",2014-06-09,"Jiang, Wensheng; Li, Fei; Jiang, Haipeng; Yu, Lili; Liu, Wenbo; Li, Qiang; Zuo, Luning",PLoS One,,,,document_parses/pdf_json/bab3e74b5db5b2e04b521d1172b9df7726871aaa.json,document_parses/pmc_json/PMC4049581.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049581/,
1023f83a,7317e3c5fd2c9bd0c1581a9e05b11d5e4203c622,PMC,Management of sepsis in neutropenic patients: 2014 updated guidelines from the Infectious Diseases Working Party of the German Society of Hematology and Medical Oncology (AGIHO),10.1007/s00277-014-2086-0,PMC4050292,24777705,no-cc,"Sepsis is a major cause of mortality during the neutropenic phase after intensive cytotoxic therapies for malignancies. Improved management of sepsis during neutropenia may reduce the mortality of cancer therapies. Clinical guidelines on sepsis treatment have been published by others. However, optimal management may differ between neutropenic and non-neutropenic patients. Our aim is to give evidence-based recommendations for haematologist, oncologists and intensive care physicians on how to manage adult patients with neutropenia and sepsis.",2014-04-29,"Penack, Olaf; Becker, Carolin; Buchheidt, Dieter; Christopeit, Maximilian; Kiehl, Michael; von Lilienfeld-Toal, Marie; Hentrich, Marcus; Reinwald, Marc; Salwender, Hans; Schalk, Enrico; Schmidt-Hieber, Martin; Weber, Thomas; Ostermann, Helmut",Ann Hematol,,,,document_parses/pdf_json/7317e3c5fd2c9bd0c1581a9e05b11d5e4203c622.json,document_parses/pmc_json/PMC4050292.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050292/,
6hwedoh7,fbf214b2ff7bf5dc3d5dab6096d53cb086f0dea4; feccc27dc3c4100c8080abda883969ec979956c9,PMC,Estimated Effects of Projected Climate Change on the Basic Reproductive Number of the Lyme Disease Vector Ixodes scapularis,10.1289/ehp.1307799,PMC4050516,24627295,cc0,"Background: The extent to which climate change may affect human health by increasing risk from vector-borne diseases has been under considerable debate. Objectives: We quantified potential effects of future climate change on the basic reproduction number (R(0)) of the tick vector of Lyme disease, Ixodes scapularis, and explored their importance for Lyme disease risk, and for vector-borne diseases in general. Methods: We applied observed temperature data for North America and projected temperatures using regional climate models to drive an I. scapularis population model to hindcast recent, and project future, effects of climate warming on R(0). Modeled R(0) increases were compared with R(0) ranges for pathogens and parasites associated with variations in key ecological and epidemiological factors (obtained by literature review) to assess their epidemiological importance. Results: R(0) for I. scapularis in North America increased during the years 1971–2010 in spatio-temporal patterns consistent with observations. Increased temperatures due to projected climate change increased R(0) by factors (2–5 times in Canada and 1.5–2 times in the United States), comparable to observed ranges of R(0) for pathogens and parasites due to variations in strains, geographic locations, epidemics, host and vector densities, and control efforts. Conclusions: Climate warming may have co-driven the emergence of Lyme disease in northeastern North America, and in the future may drive substantial disease spread into new geographic regions and increase tick-borne disease risk where climate is currently suitable. Our findings highlight the potential for climate change to have profound effects on vectors and vector-borne diseases, and the need to refocus efforts to understand these effects. Citation: Ogden NH, Radojević M, Wu X, Duvvuri VR, Leighton PA, Wu J. 2014. Estimated effects of projected climate change on the basic reproductive number of the Lyme disease vector Ixodes scapularis. Environ Health Perspect 122:631–638; http://dx.doi.org/10.1289/ehp.1307799",2014-03-14,"Ogden, Nicholas H.; Radojevic´, Milka; Wu, Xiaotian; Duvvuri, Venkata R.; Leighton, Patrick A.; Wu, Jianhong",Environ Health Perspect,,,,document_parses/pdf_json/fbf214b2ff7bf5dc3d5dab6096d53cb086f0dea4.json; document_parses/pdf_json/feccc27dc3c4100c8080abda883969ec979956c9.json,document_parses/pmc_json/PMC4050516.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050516/,
f72hl6du,6aa7ff7bbaba12fef375a84c5ba297d9f848541f,PMC,"NGS Nominated CELA1, HSPG2, and KCNK5 as Candidate Genes for Predisposition to Balkan Endemic Nephropathy",10.1155/2014/920723,PMC4052113,24949484,cc-by,"Balkan endemic nephropathy (BEN) is a familial chronic tubulointerstitial disease with insidious onset and slow progression leading to terminal renal failure. The results of molecular biological investigations propose that BEN is a multifactorial disease with genetic predisposition to environmental risk agents. Exome sequencing of 22 000 genes with Illumina Nextera Exome Enrichment Kit was performed on 22 DNA samples (11 Bulgarian patients and 11 Serbian patients). Software analysis was performed via NextGene, Provean, and PolyPhen. The frequency of all annotated genetic variants with deleterious/damaging effect was compared with those of European populations. Then we focused on nonannotated variants (with no data available about them and not found in healthy Bulgarian controls). There is no statistically significant difference between annotated variants in BEN patients and European populations. From nonannotated variants with more than 40% frequency in both patients' groups, we nominated 3 genes with possible deleterious/damaging variants—CELA1, HSPG2, and KCNK5. Mutant genes (CELA1, HSPG2, and KCNK5) in BEN patients encode proteins involved in basement membrane/extracellular matrix and vascular tone, tightly connected to process of angiogenesis. We suggest that an abnormal process of angiogenesis plays a key role in the molecular pathogenesis of BEN.",2014-05-15,"Toncheva, D.; Mihailova-Hristova, M.; Vazharova, R.; Staneva, R.; Karachanak, S.; Dimitrov, P.; Simeonov, V.; Ivanov, S.; Balabanski, L.; Serbezov, D.; Malinov, M.; Stefanovic, V.; Čukuranović, R.; Polenakovic, M.; Jankovic-Velickovic, L.; Djordjevic, V.; Jevtovic-Stoimenov, T.; Plaseska-Karanfilska, D.; Galabov, A.; Djonov, V.; Dimova, I.",Biomed Res Int,,,,document_parses/pdf_json/6aa7ff7bbaba12fef375a84c5ba297d9f848541f.json,document_parses/pmc_json/PMC4052113.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052113/,
n3t7on3s,a81118016cd86948665a49c7562f577f83cb87b5,PMC,"Response surface modeling for hot, humid air decontamination of materials contaminated with Bacillus anthracis ∆Sterne and Bacillus thuringiensis Al Hakam spores",10.1186/s13568-014-0021-3,PMC4052701,24949256,cc-by,"Response surface methodology using a face-centered cube design was used to describe and predict spore inactivation of Bacillus anthracis ∆Sterne and Bacillus thuringiensis Al Hakam spores after exposure of six spore-contaminated materials to hot, humid air. For each strain/material pair, an attempt was made to fit a first or second order model. All three independent predictor variables (temperature, relative humidity, and time) were significant in the models except that time was not significant for B. thuringiensis Al Hakam on nylon. Modeling was unsuccessful for wiring insulation and wet spores because there was complete spore inactivation in the majority of the experimental space. In cases where a predictive equation could be fit, response surface plots with time set to four days were generated. The survival of highly purified Bacillus spores can be predicted for most materials tested when given the settings for temperature, relative humidity, and time. These predictions were cross-checked with spore inactivation measurements.",2014-05-01,"Prokop, Edward J; Crigler, John R; Wells, Claire M; Young, Alice A; Buhr, Tony L",AMB Express,,,,document_parses/pdf_json/a81118016cd86948665a49c7562f577f83cb87b5.json,document_parses/pmc_json/PMC4052701.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052701/,
lxdbwd5n,fdf03dcd427aa029a6b213288a7e862519decafb,PMC,Glycyrrhizic Acid in the Treatment of Liver Diseases: Literature Review,10.1155/2014/872139,PMC4052927,24963489,cc-by,"Glycyrrhizic acid (GA) is a triterpene glycoside found in the roots of licorice plants (Glycyrrhiza glabra). GA is the most important active ingredient in the licorice root, and possesses a wide range of pharmacological and biological activities. GA coupled with glycyrrhetinic acid and 18-beta-glycyrrhetic acid was developed in China or Japan as an anti-inflammatory, antiviral, and antiallergic drug for liver disease. This review summarizes the current biological activities of GA and its medical applications in liver diseases. The pharmacological actions of GA include inhibition of hepatic apoptosis and necrosis; anti-inflammatory and immune regulatory actions; antiviral effects; and antitumor effects. This paper will be a useful reference for physicians and biologists researching GA and will open the door to novel agents in drug discovery and development from Chinese herbs. With additional research, GA may be more widely used in the treatment of liver diseases or other conditions.",2014-05-13,"Li, Jian-yuan; Cao, Hong-yan; Liu, Ping; Cheng, Gen-hong; Sun, Ming-yu",Biomed Res Int,,,,document_parses/pdf_json/fdf03dcd427aa029a6b213288a7e862519decafb.json,document_parses/pmc_json/PMC4052927.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052927/,
